Gene ID	Gene Name	ERR5873116	ERR5873117	ERR5873118	ERR5873119	ERR5873120	ERR5873121	ERR5873122	ERR5873123
ENSMUSG00000079471	Mymx	0	0	0	0	0	0	0	0
ENSMUSG00000079476	Fam236e	0	0	0	0	0	0	0	0
ENSMUSG00000079477	Rab7	1894	2171	1838	1827	739	2420	941	1443
ENSMUSG00000079478	Znrd2	4	7	20	32	0	8	3	2
ENSMUSG00000079479	Fam236f	0	0	0	0	0	0	0	0
ENSMUSG00000079480	Pin4	59	46	69	125	20	60	47	32
ENSMUSG00000079481	Nhsl2	338	262	181	216	22	595	186	154
ENSMUSG00000079484	Phyhd1	14	45	48	77	9	32	20	37
ENSMUSG00000079487	Med12	1701	2046	1666	1610	370	1024	455	673
ENSMUSG00000079491	H2-T10	24	88	41	36	2	53	14	68
ENSMUSG00000079492	H2-T15	7	23	5	12	2	31	0	6
ENSMUSG00000079494	Nat8f5	0	3	6	0	0	0	0	0
ENSMUSG00000079495	Nat8f6	0	5	0	0	0	4	0	0
ENSMUSG00000079497	Prrt1b	60	115	79	96	10	29	26	32
ENSMUSG00000079499	6530402F18Rik	8	70	38	61	9	199	38	61
ENSMUSG00000079501	Gm5138	0	0	0	0	0	0	0	0
ENSMUSG00000079502	Cfap77	21	33	21	6	0	13	9	10
ENSMUSG00000079505	Gm11131	7	24	15	10	11	40	1	20
ENSMUSG00000079507	H2-Q1	0	2	0	0	2	4	0	0
ENSMUSG00000079508	Apoo	324	305	263	294	187	279	247	427
ENSMUSG00000079509	Zfx	850	1126	804	743	654	1726	808	1237
ENSMUSG00000079511		27	60	23	26	14	7	8	13
ENSMUSG00000079513	Ppp4r3c2	0	0	0	0	0	0	0	0
ENSMUSG00000079516	Reg3a	47928	59318	34711	67517	1586	90024	7939	6107
ENSMUSG00000079519	Gm14743	0	0	0	0	0	0	0	0
ENSMUSG00000079521	Gm5938	0	0	0	0	0	0	0	0
ENSMUSG00000079522	Gm14744	0	0	0	0	0	0	0	0
ENSMUSG00000079523	Tmsb10	153	316	238	567	197	2451	318	416
ENSMUSG00000079524	Gm15402	3	5	22	11	0	5	2	6
ENSMUSG00000079525	Cldn34d	0	0	0	0	0	0	0	0
ENSMUSG00000079528	Clnkos	0	0	0	0	0	1	0	0
ENSMUSG00000079531	Pwwp4d	0	0	0	0	0	0	0	0
ENSMUSG00000079532	Ctag2l2	0	0	0	0	0	0	0	0
ENSMUSG00000079534	Pwwp4c	0	0	0	0	0	0	0	0
ENSMUSG00000079536	Ctag2l1	0	0	0	0	0	0	0	0
ENSMUSG00000079539	Obp2b	12	5	18	0	8	2	0	24
ENSMUSG00000079542	Gm42606	0	0	0	0	0	0	0	0
ENSMUSG00000079543	Igkv13-85	0	0	0	0	0	0	0	0
ENSMUSG00000079544	Igkv13-87	0	0	0	0	0	0	0	0
ENSMUSG00000079547	H2-DMb1	112	143	155	381	35	1794	133	122
ENSMUSG00000079550	Mpp4	27	15	25	16	3	2	6	7
ENSMUSG00000079553	Kifc1	60	42	41	122	6	66	32	28
ENSMUSG00000079554	Aox2	0	2	3	0	0	2	4	3
ENSMUSG00000079555	Haus3	156	294	163	226	125	480	212	291
ENSMUSG00000079557	Marchf2	514	791	555	572	334	1138	393	411
ENSMUSG00000079559	Pou2af3	17	37	18	42	10	77	3	8
ENSMUSG00000079560	Hoxa3	1	19	19	0	0	11	7	10
ENSMUSG00000079562	Maea	1293	1395	1201	1247	385	1431	516	859
ENSMUSG00000079563	Pglyrp2	0	0	1	14	0	27	3	5
ENSMUSG00000079564	Gm11149	0	8	0	0	0	1	0	0
ENSMUSG00000079566	Spin2d	0	0	0	0	0	0	0	0
ENSMUSG00000079575	Rbpj-ps3	0	0	46	40	9	325	0	0
ENSMUSG00000079577	Gm14692	0	0	0	0	0	0	0	0
ENSMUSG00000079578	Gm1140	0	0	0	0	0	0	0	0
ENSMUSG00000079579	Gm6760	0	0	0	0	0	0	0	0
ENSMUSG00000079580	Tmem217	20	19	10	1	10	9	5	8
ENSMUSG00000079583	Gm7073	0	0	0	0	0	0	0	0
ENSMUSG00000079584	Tm9sf5	0	0	0	0	0	0	0	0
ENSMUSG00000079588	Tmem182	0	1	0	0	0	0	1	10
ENSMUSG00000079592	C1qtnf5	0	0	0	0	0	0	0	0
ENSMUSG00000079593	4933416I08Rik	0	1	0	0	0	0	0	1
ENSMUSG00000079594	Cstdc6	0	0	0	0	0	0	0	0
ENSMUSG00000079595	Gm7260	0	0	0	0	0	0	0	0
ENSMUSG00000079597	Cstdc4	5	12	3	0	0	1	5	10
ENSMUSG00000079598	Clec2l	0	8	3	24	0	7	11	13
ENSMUSG00000079600		0	0	0	0	0	0	0	0
ENSMUSG00000079602	Gata3un	0	0	0	0	0	0	0	0
ENSMUSG00000079603	Dreg1	0	0	0	0	0	0	0	0
ENSMUSG00000079604	Gm13219	0	1	0	0	0	0	0	0
ENSMUSG00000079605	Zbtb9	0	0	0	0	0	0	0	0
ENSMUSG00000079606	Fsip2l	0	0	0	0	0	0	0	0
ENSMUSG00000079608	Stard6	53	106	31	16	26	80	47	99
ENSMUSG00000079610	Ankrd39	172	223	189	236	84	150	106	140
ENSMUSG00000079614	Seh1l	1190	1387	1181	889	613	1252	801	1227
ENSMUSG00000079619	Cypt15-ps	0	0	0	0	0	0	0	0
ENSMUSG00000079625	Tm4sf19	0	0	0	0	0	3	0	0
ENSMUSG00000079626	Rhox7b	0	0	0	0	0	0	0	0
ENSMUSG00000079627	Rhox2h	0	0	0	0	0	0	0	0
ENSMUSG00000079628	Rhox4g	0	0	0	0	0	0	0	0
ENSMUSG00000079629	Rhox2g	0	0	0	0	0	0	0	0
ENSMUSG00000079630	Rhox4f	0	0	0	0	0	0	0	0
ENSMUSG00000079633	Rhox4d	0	0	0	0	0	0	0	0
ENSMUSG00000079635	Rhox4c	0	0	0	0	0	0	0	0
ENSMUSG00000079636	Rhox3c	0	0	0	0	0	0	0	0
ENSMUSG00000079637	Rhox2c	0	0	0	0	0	0	0	0
ENSMUSG00000079638	Rhox2b	0	0	0	0	0	0	0	0
ENSMUSG00000079639	Rhox4a	0	0	0	0	0	0	0	0
ENSMUSG00000079641	Rpl39	1075	1277	1282	1290	1186	3715	2078	3140
ENSMUSG00000079642	Ct47	0	0	0	0	0	0	0	0
ENSMUSG00000079644	Gm1110	0	0	0	0	0	0	0	0
ENSMUSG00000079645	Gm17193	28	12	6	0	2	5	6	7
ENSMUSG00000079649	Spin2-ps8	0	0	0	0	0	0	0	0
ENSMUSG00000079652	Garin1a	17	7	6	15	3	16	5	9
ENSMUSG00000079654	Prrt4	2	0	1	0	0	0	1	2
ENSMUSG00000079655	Gm5168	0	0	0	0	0	0	0	0
ENSMUSG00000079657	Rab26	1145	1124	1077	992	302	294	362	510
ENSMUSG00000079658	Eloc	276	342	188	190	185	738	299	470
ENSMUSG00000079659	Tmem243	465	508	219	149	326	504	336	588
ENSMUSG00000079666	Pttg1ip2	0	0	1	0	1	0	0	0
ENSMUSG00000079669	Gm17396	10	14	12	20	3	14	9	5
ENSMUSG00000079671	2610203C22Rik	87	113	69	66	30	161	105	133
ENSMUSG00000079677	Fdx2	2	3	12	27	1	0	9	2
ENSMUSG00000079679	Vwde	0	14	0	0	15	5	1	6
ENSMUSG00000079681	Zglp1	0	0	0	0	0	0	0	0
ENSMUSG00000079685	Ulbp1	100	130	67	88	13	331	52	84
ENSMUSG00000079693	Vmn1r-ps150	0	0	0	0	0	0	0	0
ENSMUSG00000079694	Gm14862	0	0	0	0	0	0	3	2
ENSMUSG00000079697	Ssxb16	2	25	15	6	5	13	5	19
ENSMUSG00000079698	Vmn2r93	0	0	0	0	0	0	0	0
ENSMUSG00000079699	Ssxb14	3	10	14	0	2	2	10	10
ENSMUSG00000079700	Fpr3	0	0	0	0	0	0	0	0
ENSMUSG00000079701	Ssxb3	0	0	0	0	0	0	0	0
ENSMUSG00000079702	Ssxb6	0	0	0	0	0	0	0	0
ENSMUSG00000079703	Ssxb8	0	0	0	0	0	0	0	0
ENSMUSG00000079704	Ssxb15	0	0	0	0	0	0	0	0
ENSMUSG00000079705	Ssxb1	0	0	0	0	0	0	0	0
ENSMUSG00000079707	Dynlt2a1	0	0	3	0	0	2	0	4
ENSMUSG00000079710	Dynlt2a2	171	261	139	102	135	227	175	316
ENSMUSG00000079711	Smok4a	24	3	10	0	0	6	8	1
ENSMUSG00000079722	Ttll2	0	0	1	0	0	0	0	0
ENSMUSG00000079737	Pphln1-ps1	67	91	86	85	29	126	41	112
ENSMUSG00000079740		0	0	0	0	0	0	0	0
ENSMUSG00000079741	Nlrp4g	0	0	0	0	0	0	0	0
ENSMUSG00000079794		0	0	0	0	0	0	0	0
ENSMUSG00000079800		0	1	0	0	0	0	0	0
ENSMUSG00000079806	Gm21719	0	0	0	0	0	0	0	0
ENSMUSG00000079808		0	3	0	2	0	1	4	1
ENSMUSG00000079842	Spag11a	0	0	0	0	0	0	0	0
ENSMUSG00000079845	Xlr4a	0	0	27	0	6	13	1	14
ENSMUSG00000079852	Klra4	0	0	0	6	0	22	0	0
ENSMUSG00000079853	Klra1	0	3	2	0	0	12	0	5
ENSMUSG00000079871	Gm4984	0	0	3	2	1	3	6	0
ENSMUSG00000079875	Or1e1b-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000079884	Tmed2b	0	0	0	0	0	0	0	0
ENSMUSG00000079889	Gm11951	0	2	0	0	0	0	1	1
ENSMUSG00000079890	Gm12106	0	0	0	0	1	0	1	0
ENSMUSG00000079892	Scgb1b22-ps	0	0	0	0	0	0	0	0
ENSMUSG00000079893	Scgb1b23-ps	0	0	0	0	0	0	0	0
ENSMUSG00000079906	Gm15846	13	13	18	0	3	13	7	2
ENSMUSG00000079915	Gm16073	1	6	0	8	7	5	1	6
ENSMUSG00000079941	Cox5b-ps	0	1	0	0	0	0	0	0
ENSMUSG00000079942	Rpl28-ps3	0	0	7	0	0	0	2	0
ENSMUSG00000079962	Gm12643	0	0	0	1	0	0	0	0
ENSMUSG00000079963	Gm7146	0	0	0	0	0	0	0	0
ENSMUSG00000079965	Gm14853	10	29	21	0	7	16	20	24
ENSMUSG00000079966	Gm14058	0	0	0	0	0	0	0	0
ENSMUSG00000079988	Gm11970	0	0	1	1	0	0	0	2
ENSMUSG00000079993	Gm11799	4	8	17	0	4	20	9	49
ENSMUSG00000079998	Gm12947	0	0	0	0	0	0	0	0
ENSMUSG00000080002	Nme-ps1	2	2	1	0	0	5	0	0
ENSMUSG00000080006	Rps19-ps7	0	0	0	0	0	0	0	1
ENSMUSG00000080021	Gm5915	0	3	15	0	0	1	2	7
ENSMUSG00000080046	Gm15108	0	0	0	0	0	0	0	0
ENSMUSG00000080050	Gm14864	0	0	0	0	0	0	0	0
ENSMUSG00000080051	Gm14510	0	0	0	0	0	0	0	0
ENSMUSG00000080054	Rpl12-ps1	0	0	0	0	0	2	0	1
ENSMUSG00000080057	Gm12378	0	0	0	0	0	0	0	0
ENSMUSG00000080058	Gm11175	0	0	0	0	0	0	0	0
ENSMUSG00000080059	Rps19-ps3	7	17	12	15	9	17	13	17
ENSMUSG00000080065	Gm11864	0	0	0	0	0	0	0	1
ENSMUSG00000080069	Gm41	0	0	0	0	0	0	0	0
ENSMUSG00000080071	Gm15125	0	0	0	0	0	0	0	0
ENSMUSG00000080072	Spin2-ps2	0	0	0	0	0	0	0	0
ENSMUSG00000080073	Gm9427	0	0	0	0	0	0	0	0
ENSMUSG00000080076	H2ac14-ps	0	0	0	0	0	0	0	0
ENSMUSG00000080078	Gm15583	0	0	22	0	16	0	0	10
ENSMUSG00000080115	Eef1akmt3	357	305	325	321	76	204	217	293
ENSMUSG00000080142	Gm12838	0	0	0	0	0	0	0	0
ENSMUSG00000080152	H3f4	4	1	0	0	0	3	3	11
ENSMUSG00000080155	Gm14777	0	0	0	0	0	0	0	0
ENSMUSG00000080158	Gm14385	0	0	0	0	0	0	0	0
ENSMUSG00000080175	Tpm3-rs2	0	0	0	0	0	0	0	0
ENSMUSG00000080180	Gm17235	1	13	7	47	4	7	8	16
ENSMUSG00000080186	Gm14448	11	7	8	0	2	9	0	17
ENSMUSG00000080193	Gm14756	0	0	0	0	0	0	0	0
ENSMUSG00000080198	Rpl10a-ps4	19	11	8	0	0	16	5	4
ENSMUSG00000080205	Gm15526	0	0	0	8	0	0	1	4
ENSMUSG00000080222	Gm11486	0	0	0	0	0	0	0	0
ENSMUSG00000080223	Gm13768	0	0	0	0	0	0	0	0
ENSMUSG00000080227	Gm13343	0	0	0	0	0	0	0	0
ENSMUSG00000080237	Gm14239	69	87	76	82	19	84	35	92
ENSMUSG00000080241	Dppa3-ps	0	0	0	0	0	0	0	0
ENSMUSG00000080242	Atp6v0c-ps2	7	21	0	0	0	0	1	26
ENSMUSG00000080250	Gm16400	0	0	0	0	0	0	0	0
ENSMUSG00000080254	Fam220-ps	0	4	0	0	0	0	0	0
ENSMUSG00000080266	Gm14772	0	0	0	0	0	0	0	0
ENSMUSG00000080268	Brms1	5	10	14	0	0	9	0	4
ENSMUSG00000080283	Gm14806	0	14	2	0	0	0	2	1
ENSMUSG00000080298	Gm14807	0	0	0	0	0	0	0	0
ENSMUSG00000080299	Gm14350	0	0	0	0	0	0	0	0
ENSMUSG00000080300	Spin2-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000080303	Gm12419	0	5	8	0	0	11	0	3
ENSMUSG00000080316	Spaca6	936	1239	877	1065	256	887	527	724
ENSMUSG00000080317	Vmn2r-ps94	0	0	0	0	0	0	0	0
ENSMUSG00000080321	Gm14644	0	0	0	0	0	0	0	0
ENSMUSG00000080331	Mir1298	0	0	0	0	0	0	0	0
ENSMUSG00000080352	Gm26247	0	0	0	0	0	0	0	0
ENSMUSG00000080356	Mir1247	0	0	0	0	0	0	0	0
ENSMUSG00000080358	Gm26249	0	0	0	0	0	0	0	0
ENSMUSG00000080364	Gm25777	0	0	0	7	0	0	0	0
ENSMUSG00000080365	Gm25776	51	30	26	32	37	168	134	233
ENSMUSG00000080374	Gm22953	0	0	0	0	0	0	0	0
ENSMUSG00000080378	Gm25309	0	0	0	0	0	0	0	0
ENSMUSG00000080384	Gm22105	0	0	5	0	0	7	1	2
ENSMUSG00000080396	Snord111	0	3	1	0	0	1	1	0
ENSMUSG00000080406	Mir1188	0	4	0	0	0	2	0	1
ENSMUSG00000080409	Mir467h	0	0	0	0	0	0	0	0
ENSMUSG00000080411	Mir1193	2	8	0	0	0	0	3	0
ENSMUSG00000080413	Gm26473	0	0	0	0	0	0	0	0
ENSMUSG00000080424	Mir466k	0	0	0	0	0	0	0	0
ENSMUSG00000080425	Gm24833	0	0	0	0	0	3	0	1
ENSMUSG00000080428	Gm24831	0	0	0	0	0	3	0	0
ENSMUSG00000080437	Gm24274	0	0	0	0	0	0	0	0
ENSMUSG00000080440	Gm25848	1	7	1	0	9	20	31	47
ENSMUSG00000080441	Mir1249	0	0	0	0	0	0	0	0
ENSMUSG00000080452	Mir1306	0	0	0	0	0	0	0	0
ENSMUSG00000080454	Gm24195	1	7	0	0	1	0	1	1
ENSMUSG00000080459	Mir669g	0	2	0	0	0	0	0	0
ENSMUSG00000080461	Gm22488	12	17	8	28	5	2	4	16
ENSMUSG00000080463	Gm22489	0	0	0	0	0	0	0	0
ENSMUSG00000080465	Snord94	16	18	24	16	26	21	31	46
ENSMUSG00000080468	Mir1195	0	0	2	4	0	0	0	0
ENSMUSG00000080469	Snord98	7	8	6	0	6	15	12	7
ENSMUSG00000080478	Snord23	0	3	0	0	1	0	0	0
ENSMUSG00000080480	Gm23494	0	0	0	0	0	0	0	0
ENSMUSG00000080499	Gm25338	6	3	0	0	0	2	1	2
ENSMUSG00000080504	Mir669d-2	0	0	0	0	0	0	0	0
ENSMUSG00000080517	Gm23109	0	0	0	0	0	0	0	0
ENSMUSG00000080518	Gm22193	0	0	0	0	0	0	0	0
ENSMUSG00000080524	Gm23879	0	0	0	0	0	0	0	0
ENSMUSG00000080526	Mir466j	0	0	0	0	0	0	0	0
ENSMUSG00000080533	Mir1191	0	0	0	0	0	0	0	0
ENSMUSG00000080536	Gm25539	0	0	0	0	0	0	0	0
ENSMUSG00000080538	Gm25541	0	1	3	0	0	4	5	9
ENSMUSG00000080539	Gm25542	0	0	0	0	0	0	0	0
ENSMUSG00000080540	Gm22711	0	0	0	0	0	0	0	0
ENSMUSG00000080542	Rnu4atac	0	0	0	0	0	0	0	0
ENSMUSG00000080545	Gm22713	0	0	0	0	0	0	0	0
ENSMUSG00000080566	Gm26044	0	0	0	0	0	0	0	0
ENSMUSG00000080573	Mir467f	0	3	0	0	0	0	3	5
ENSMUSG00000080574	Mir466i	4	5	4	0	5	5	2	0
ENSMUSG00000080575	Mir1190	0	6	2	0	11	2	8	2
ENSMUSG00000080577	Gm23226	0	0	0	0	0	0	0	0
ENSMUSG00000080580	Mir466f-4	0	0	0	0	0	0	0	0
ENSMUSG00000080582	Gm24907	0	0	2	0	0	0	1	1
ENSMUSG00000080586	Mir1187	0	0	0	0	0	0	0	0
ENSMUSG00000080594	Mir669h	0	3	0	0	0	0	0	0
ENSMUSG00000080595	Gm22031	0	0	0	0	0	0	0	0
ENSMUSG00000080607	Gm23839	0	0	0	0	0	0	0	0
ENSMUSG00000080610	Snord110	0	2	0	0	0	1	0	0
ENSMUSG00000080615	Snord99	0	0	0	0	0	0	0	0
ENSMUSG00000080616	Gm22152	0	0	0	0	0	0	0	0
ENSMUSG00000080622	Gm22676	0	0	2	3	0	1	0	0
ENSMUSG00000080626	Mir1192	21	53	11	16	2	11	14	27
ENSMUSG00000080645	Mir1198	0	1	2	0	1	0	0	2
ENSMUSG00000080653	Mir669e	0	0	0	0	0	0	0	0
ENSMUSG00000080657	Mir669i	0	0	0	0	0	0	0	0
ENSMUSG00000080662	Mir1b	4	29	14	49	8	12	8	15
ENSMUSG00000080665	Mir1199	0	0	0	0	0	0	0	0
ENSMUSG00000080669	Mir1224	0	0	0	0	0	0	0	0
ENSMUSG00000080673	Gm23336	0	19	11	4	4	8	5	10
ENSMUSG00000080683	Gm23991	0	0	0	0	0	0	0	0
ENSMUSG00000080687	Mir1197	0	2	0	0	0	0	0	0
ENSMUSG00000080689	Gm23987	0	0	0	0	0	0	0	0
ENSMUSG00000080694	Gm11621	0	0	0	0	0	0	0	0
ENSMUSG00000080695	Gm5394	0	0	0	0	0	0	0	0
ENSMUSG00000080696	Gm12825	0	0	0	0	0	0	0	0
ENSMUSG00000080697	Vmn1r-ps107	0	0	0	0	0	0	0	0
ENSMUSG00000080698	Gm11333	0	0	0	0	0	0	0	0
ENSMUSG00000080700	Gm15981	25	19	38	17	3	18	26	19
ENSMUSG00000080701	Gm12340	0	11	5	30	32	5	6	0
ENSMUSG00000080703	Gm13183	0	0	0	0	0	0	0	0
ENSMUSG00000080704	Gm6031	0	1	0	0	0	0	0	0
ENSMUSG00000080705	Sult2a-ps4	0	0	0	0	0	0	0	0
ENSMUSG00000080706	Gm12890	0	0	0	0	0	0	0	0
ENSMUSG00000080707	Gm13823	0	0	0	0	0	0	0	0
ENSMUSG00000080708	Ccnd3-ps	3	0	1	0	0	0	0	0
ENSMUSG00000080709	Gm14324	0	3	4	0	0	4	3	0
ENSMUSG00000080710	Gm8107	0	0	0	0	0	0	0	0
ENSMUSG00000080711	Gm11686	0	0	0	0	0	0	0	0
ENSMUSG00000080712	H2bc26	1	7	14	0	0	4	13	4
ENSMUSG00000080713	Or5d44	0	0	0	0	0	0	0	0
ENSMUSG00000080714	Gm14602	0	0	0	0	0	0	0	0
ENSMUSG00000080715	Gm5406	13	35	12	10	0	38	7	11
ENSMUSG00000080716	Gm13503	0	0	0	0	0	0	0	0
ENSMUSG00000080717	B230307C23Rik	102	195	112	194	49	222	118	165
ENSMUSG00000080718	Gm8019	0	0	0	0	0	0	0	0
ENSMUSG00000080719	Gm15532	0	0	0	0	0	0	0	0
ENSMUSG00000080720	Gm16077	0	0	0	0	0	0	0	0
ENSMUSG00000080722	Defa-ps7	0	0	0	0	0	0	0	0
ENSMUSG00000080723	Gm12564	0	3	4	0	0	0	2	1
ENSMUSG00000080725	Gm6121	0	0	0	0	0	0	0	0
ENSMUSG00000080726	Gm15366	0	0	0	0	0	0	0	0
ENSMUSG00000080727	C920021L13Rik	107	158	126	68	69	41	72	81
ENSMUSG00000080728	Gm13616	0	0	0	0	0	0	0	0
ENSMUSG00000080729	Gm8084	0	0	0	0	0	0	0	0
ENSMUSG00000080730	Gm11313	0	0	0	0	0	0	0	0
ENSMUSG00000080731	Rps2-ps9	26	44	33	62	23	16	16	23
ENSMUSG00000080732	Gm13222	0	0	0	0	0	0	0	0
ENSMUSG00000080733	Gm14867	0	0	0	0	0	0	0	0
ENSMUSG00000080734	Gm12006	0	0	0	0	0	0	0	0
ENSMUSG00000080735	Gm12075	0	0	0	0	0	0	0	0
ENSMUSG00000080736	Gm15617	0	0	0	0	0	0	0	0
ENSMUSG00000080737	Gm6982	0	0	0	0	0	0	0	0
ENSMUSG00000080738	Mup-ps22	0	0	0	0	0	0	0	0
ENSMUSG00000080741	Gm11398	0	0	0	0	0	0	0	0
ENSMUSG00000080742	Gm14035	0	0	0	0	0	0	0	0
ENSMUSG00000080743	Gm7150	0	0	0	0	0	3	6	0
ENSMUSG00000080744	Gm12710	0	2	4	0	0	0	0	0
ENSMUSG00000080746	Rpsa-ps12	0	0	0	0	0	0	0	0
ENSMUSG00000080747	Gm14016	0	0	0	0	0	0	0	2
ENSMUSG00000080748	Gm15661	0	0	0	0	0	0	1	2
ENSMUSG00000080749	Gm12134	0	0	0	0	0	0	0	0
ENSMUSG00000080750	Gm15553	0	0	0	0	0	0	0	0
ENSMUSG00000080751	Or51k7	0	0	0	0	0	0	0	0
ENSMUSG00000080752	Or8k29-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000080753	Gm15613	37	53	33	46	16	18	14	45
ENSMUSG00000080754	Rpl36-ps7	0	0	0	0	0	0	0	0
ENSMUSG00000080755	Gm15062	0	0	0	0	0	0	0	0
ENSMUSG00000080756	Gm12633	0	0	0	0	0	0	0	0
ENSMUSG00000080757	Gm15029	0	0	0	0	0	0	0	0
ENSMUSG00000080758	Gm5392	0	0	0	0	0	0	0	0
ENSMUSG00000080759	Gm15573	0	15	6	0	3	1	5	3
ENSMUSG00000080760	Gm7571	0	0	0	0	0	0	0	0
ENSMUSG00000080762	Gm11879	0	0	0	0	0	0	0	0
ENSMUSG00000080763	Gm12341	0	3	0	4	0	0	1	1
ENSMUSG00000080764	Gm14606	0	0	0	0	0	0	0	0
ENSMUSG00000080765	Gm8908	0	0	0	0	0	0	0	0
ENSMUSG00000080766	Gm13593	0	0	0	0	0	0	0	0
ENSMUSG00000080767	Gm15595	2	7	4	11	2	0	11	3
ENSMUSG00000080768	Gm12219	16	4	5	2	0	13	4	1
ENSMUSG00000080770	Gm11278	0	0	0	0	0	0	0	0
ENSMUSG00000080771	Gm11925	0	0	0	0	0	0	0	0
ENSMUSG00000080772	Gm12543	4	3	1	14	8	9	0	5
ENSMUSG00000080773	Gm12955	0	11	1	0	0	1	2	1
ENSMUSG00000080774	Gm9143	0	4	1	0	0	4	0	6
ENSMUSG00000080775	Gm6368	0	0	0	0	0	0	0	0
ENSMUSG00000080776	Gm12174	0	0	11	1	0	4	3	2
ENSMUSG00000080777	Gm15365	0	0	0	0	0	0	0	0
ENSMUSG00000080778	Gm7199	0	0	0	0	0	0	0	0
ENSMUSG00000080779	Gm8731	9	8	11	1	3	12	16	8
ENSMUSG00000080780	Gm11252	0	16	8	5	6	38	17	17
ENSMUSG00000080781	Or1e28-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000080782	Gm13495	0	0	0	0	0	0	0	0
ENSMUSG00000080783	Gm8250	8	2	9	43	14	28	7	12
ENSMUSG00000080785	Gm11591	0	0	0	0	0	0	0	0
ENSMUSG00000080788	Gm7841	0	0	0	0	0	0	0	0
ENSMUSG00000080789	Gm14007	0	0	0	0	0	1	0	0
ENSMUSG00000080790	Gm7638	19	3	5	0	7	0	11	12
ENSMUSG00000080791	Akirin1-ps	24	25	12	0	2	10	5	20
ENSMUSG00000080792	Gm14367	0	0	0	0	0	0	0	0
ENSMUSG00000080793	Cbx3-ps3	0	8	9	0	1	2	0	4
ENSMUSG00000080794	Vmn1r-ps132	0	0	0	0	0	0	0	0
ENSMUSG00000080795	Gm6783	0	0	0	0	0	0	0	0
ENSMUSG00000080796	Gm9159	0	28	15	29	3	20	2	19
ENSMUSG00000080797	Gm15760	81	71	40	36	12	34	29	43
ENSMUSG00000080798	Gm5135	0	0	0	0	0	0	0	0
ENSMUSG00000080799	Gm15166	0	0	0	0	0	0	0	0
ENSMUSG00000080800	Gm11582	0	0	0	0	0	0	0	0
ENSMUSG00000080801	Gm13310	0	0	0	0	0	0	0	0
ENSMUSG00000080802	Gm13804	0	0	0	0	0	0	0	0
ENSMUSG00000080803	Gm12683	0	0	0	0	0	0	0	0
ENSMUSG00000080805	Gm11219	0	0	0	0	0	0	0	0
ENSMUSG00000080806	Gm13005	16	3	7	0	0	1	5	1
ENSMUSG00000080807	Gm13117	0	1	2	4	0	4	1	3
ENSMUSG00000080808	Gm12608	0	1	0	0	0	0	0	0
ENSMUSG00000080809	Or4b1c	0	0	0	0	0	0	0	1
ENSMUSG00000080810	Gm11737	64	56	35	155	16	23	4	10
ENSMUSG00000080811	Gm14513	0	0	0	0	0	0	0	1
ENSMUSG00000080812	Atp5k-ps4	0	0	0	0	0	0	0	0
ENSMUSG00000080813	Gm14828	9	19	21	6	8	3	23	49
ENSMUSG00000080814	Gm12314	0	0	0	0	0	2	2	0
ENSMUSG00000080815	Hmgb1-rs18	0	0	0	0	0	0	0	0
ENSMUSG00000080816	Gm12447	0	0	0	0	0	0	0	0
ENSMUSG00000080817	Gm13751	0	0	0	0	0	0	0	0
ENSMUSG00000080818	Gm9434	0	0	0	0	0	0	0	0
ENSMUSG00000080819	Gm2005	0	0	0	0	0	0	0	0
ENSMUSG00000080820	Gm13197	0	0	0	5	0	0	1	0
ENSMUSG00000080822	Gm14694	0	0	0	0	0	0	0	0
ENSMUSG00000080823	Atp5l-ps2	0	0	0	0	0	0	1	0
ENSMUSG00000080824	Gm9001	0	0	0	0	0	0	0	0
ENSMUSG00000080825	Gm14892	0	0	0	0	0	0	0	0
ENSMUSG00000080826	Gm12019	0	0	0	0	0	0	2	0
ENSMUSG00000080827	Gm12086	0	0	0	0	0	0	0	0
ENSMUSG00000080828	Gm14669	0	0	0	0	0	0	0	0
ENSMUSG00000080829	Gm8545	0	0	0	0	0	0	0	0
ENSMUSG00000080831	Gm12529	8	8	1	5	6	23	5	4
ENSMUSG00000080832	M6pr-ps	3	0	0	0	0	0	0	0
ENSMUSG00000080833	Gm11976	0	0	0	0	0	0	0	0
ENSMUSG00000080834	Gm15216	0	0	0	0	0	0	0	0
ENSMUSG00000080835	Gm12137	0	0	0	0	0	0	0	0
ENSMUSG00000080836	Gm6444	0	0	0	0	0	0	0	0
ENSMUSG00000080839	Gm11625	0	0	0	0	0	0	0	0
ENSMUSG00000080840	Gm11349	0	0	0	0	0	0	0	0
ENSMUSG00000080841	Gm14880	0	0	0	0	0	0	0	0
ENSMUSG00000080842	Gm15400	0	0	0	0	0	0	0	0
ENSMUSG00000080843	Gm14726	0	0	0	0	0	0	0	0
ENSMUSG00000080844	Gm14107	0	0	0	0	0	0	0	0
ENSMUSG00000080845	Gm9115	0	0	0	0	0	0	0	0
ENSMUSG00000080846	Gm13379	0	0	0	0	0	0	0	0
ENSMUSG00000080847	Gm4773	0	0	0	0	0	0	0	0
ENSMUSG00000080848	Gm9385	2	0	0	0	0	5	2	1
